accident_id,date,time,hour,day_of_week,month,year,location_name,latitude,longitude,road_type,weather,road_condition,light_condition,speed_limit_kmph,traffic_volume,vehicles_involved,vehicle_type,collision_type,severity,risk_score,accident_occurred,is_weekend,is_peak_hour,is_night
1261,2022-09-11,07:59,7,Sunday,9,2022,Kataram Village Road,18.633323,79.403901,Village Road,Overcast,Good,Daylight,30,164,1,Tractor,Hit-and-Run,Minor,5,0,1,1,0
1262,2022-09-18,17:48,17,Sunday,9,2022,Peddapalli Town Circle,18.618799,79.384404,Urban Road,Clear,Wet,Dark – Street Light,40,198,1,Truck/Lorry,Head-On,Serious,53,1,1,1,0
1263,2023-11-30,16:00,16,Thursday,11,2023,Sulthanabad Cross Roads,18.594296,79.420649,Highway,Clear,Good,Daylight,80,366,3,Tractor,Head-On,Minor,27,0,0,0,0
1264,2021-07-29,06:23,6,Thursday,7,2021,Ramagundam Bypass Junction,18.756948,79.501238,Bypass,Overcast,Good,Dark – Street Light,70,167,3,Car/Jeep,Side-Swipe,Minor,14,0,0,0,0
1265,2021-01-18,15:10,15,Monday,1,2021,Korutla Junction Near Peddapalli,18.521616,79.320595,State Highway,Clear,Wet,Dark – No Street Light,60,321,2,Truck/Lorry,Side-Swipe,Minor,39,1,0,0,0
1266,2022-03-21,05:06,5,Monday,3,2022,Mancherial Road – Peddapalli Border,18.680802,79.448408,State Highway,Clear,Good,Dark – Street Light,60,384,2,Truck/Lorry,Rear-End,Minor,0,0,0,0,1
1267,2021-06-22,08:38,8,Tuesday,6,2021,Peddapalli Town Circle,18.616149,79.383691,Urban Road,Rainy,Potholed,Dark – Street Light,40,152,3,Tractor,Hit-and-Run,Serious,56,1,0,1,0
1268,2023-11-10,07:25,7,Friday,11,2023,Karimnagar Highway Fork Peddapalli,18.600981,79.351689,Highway,Clear,Good,Dark – Street Light,80,258,4,Truck/Lorry,Rear-End,Minor,27,0,0,1,0
1269,2021-05-26,13:00,13,Wednesday,5,2021,Korutla Junction Near Peddapalli,18.526454,79.327111,State Highway,Night Drizzle,Gravelled,Daylight,60,265,3,Bus,Rear-End,Serious,57,1,0,0,0
1270,2021-12-20,17:49,17,Monday,12,2021,Peddapalli Town Circle,18.622279,79.374527,Urban Road,Clear,Potholed,Daylight,40,111,2,Two-Wheeler,Pedestrian,Minor,32,1,0,1,0
1271,2022-08-10,15:32,15,Wednesday,8,2022,Karimnagar Highway Fork Peddapalli,18.598301,79.361235,Highway,Foggy,Potholed,Daylight,80,285,2,Bus,Side-Swipe,Serious,48,1,0,0,0
1272,2022-09-27,05:58,5,Tuesday,9,2022,Ramagundam Bypass Junction,18.759959,79.492772,Bypass,Clear,Under Construction,Dark – No Street Light,70,315,2,Tractor,Rollover,Fatal,70,1,0,0,1
1273,2021-05-16,09:27,9,Sunday,5,2021,Peddapalli Town Circle,18.620448,79.379411,Urban Road,Foggy,Under Construction,Daylight,40,171,1,Truck/Lorry,Head-On,Fatal,74,1,1,1,0
1274,2021-04-23,09:47,9,Friday,4,2021,Korutla Junction Near Peddapalli,18.525414,79.333047,State Highway,Rainy,Good,Daylight,60,385,2,Two-Wheeler,Head-On,Serious,46,1,0,1,0
1275,2023-11-26,18:46,18,Sunday,11,2023,Karimnagar Highway Fork Peddapalli,18.598686,79.351772,Highway,Clear,Good,Dark – Street Light,80,483,3,Tractor,Hit-and-Run,Minor,20,0,1,1,0
1276,2022-07-12,13:16,13,Tuesday,7,2022,Ramagundam NTPC Gate Road,18.785898,79.490386,Industrial Road,Foggy,Potholed,Daylight,40,266,2,Auto-Rickshaw,Head-On,Serious,63,1,0,0,0
1277,2023-01-24,07:49,7,Tuesday,1,2023,Manthani Bridge Approach,18.651591,79.653378,District Road,Clear,Potholed,Dark – Street Light,50,116,2,Bus,Head-On,Minor,35,1,0,1,0
1278,2021-04-05,12:24,12,Monday,4,2021,Sulthanabad Cross Roads,18.586979,79.417161,Highway,Night Drizzle,Good,Dawn/Dusk,80,226,1,Tractor,Side-Swipe,Serious,48,1,0,0,0
1279,2022-10-22,08:58,8,Saturday,10,2022,Sulthanabad Cross Roads,18.593171,79.428753,Highway,Foggy,Good,Daylight,80,297,2,Bus,Side-Swipe,Minor,31,1,1,1,0
1280,2022-04-03,18:02,18,Sunday,4,2022,Manthani Bridge Approach,18.657922,79.65903,District Road,Night Drizzle,Good,Dark – No Street Light,50,70,2,Auto-Rickshaw,Rear-End,Serious,52,1,1,1,0
1281,2021-01-17,10:18,10,Sunday,1,2021,Dharmaram Crossroad,18.678374,79.359386,Village Road,Rainy,Good,Dark – No Street Light,30,146,2,Bus,Pedestrian,Minor,31,1,1,0,0
1282,2022-05-18,07:59,7,Wednesday,5,2022,Ramagundam Old Town Road,18.762832,79.489462,Urban Road,Clear,Good,Daylight,40,180,3,Two-Wheeler,Pedestrian,Minor,10,1,0,1,0
1283,2022-09-22,06:33,6,Thursday,9,2022,Ramagundam NTPC Gate Road,18.790277,79.489811,Industrial Road,Night Drizzle,Potholed,Dawn/Dusk,40,173,4,Car/Jeep,Side-Swipe,Serious,57,1,0,0,0
1284,2022-04-20,20:33,20,Wednesday,4,2022,NH-163 Near Peddapalli Toll Plaza,18.611084,79.379323,Highway,Clear,Under Construction,Dark – No Street Light,80,257,3,Bus,Head-On,Serious,64,1,0,0,1
1285,2023-03-19,05:36,5,Sunday,3,2023,Peddapalli Town Circle,18.621945,79.386103,Urban Road,Clear,Wet,Daylight,40,99,2,Auto-Rickshaw,Hit-and-Run,Minor,22,1,1,0,1
1286,2022-10-31,09:17,9,Monday,10,2022,Ramagundam Old Town Road,18.757838,79.489357,Urban Road,Clear,Gravelled,Daylight,40,104,3,Two-Wheeler,Head-On,Serious,50,1,0,1,0
1287,2023-08-13,09:07,9,Sunday,8,2023,Dharmaram Crossroad,18.678165,79.366015,Village Road,Rainy,Gravelled,Daylight,30,105,2,Auto-Rickshaw,Hit-and-Run,Serious,42,1,1,1,0
1288,2022-09-16,18:44,18,Friday,9,2022,Manthani Bridge Approach,18.660738,79.669079,District Road,Rainy,Good,Dark – Street Light,50,28,2,Tractor,Head-On,Serious,46,1,0,1,0
1289,2023-11-18,04:19,4,Saturday,11,2023,Ramagundam NTPC Gate Road,18.776061,79.494429,Industrial Road,Clear,Gravelled,Daylight,40,100,2,Truck/Lorry,Side-Swipe,Minor,27,0,1,0,1
1290,2021-07-28,18:08,18,Wednesday,7,2021,Dharmaram Crossroad,18.678293,79.375051,Village Road,Clear,Good,Dark – Street Light,30,176,2,Car/Jeep,Rollover,Minor,26,0,0,1,0
1291,2021-06-22,14:16,14,Tuesday,6,2021,Peddapalli Town Circle,18.612009,79.372103,Urban Road,Overcast,Good,Dawn/Dusk,40,135,2,Tractor,Rear-End,Minor,9,0,0,0,0
1292,2022-11-11,06:29,6,Friday,11,2022,Mancherial Road – Peddapalli Border,18.680834,79.453973,State Highway,Clear,Gravelled,Daylight,60,241,3,Truck/Lorry,Head-On,Serious,48,1,0,0,0
1293,2022-12-26,07:11,7,Monday,12,2022,Manthani Bridge Approach,18.654119,79.660018,District Road,Clear,Potholed,Daylight,50,108,2,Bus,Head-On,Serious,44,1,0,1,0
1294,2023-04-24,19:30,19,Monday,4,2023,Dharmaram Crossroad,18.687635,79.362346,Village Road,Clear,Good,Daylight,30,245,2,Bus,Head-On,Minor,32,1,0,1,0
1295,2021-02-09,22:50,22,Tuesday,2,2021,Srirampur Road Stretch,18.725221,79.538409,District Road,Foggy,Potholed,Dark – Street Light,50,110,2,Bus,Rear-End,Serious,57,1,0,0,1
1296,2022-01-04,02:38,2,Tuesday,1,2022,Godavari Bridge NH-163,18.70502,79.516204,Bridge Road,Clear,Under Construction,Dark – Street Light,60,297,1,Truck/Lorry,Rear-End,Serious,43,1,0,0,1
1297,2021-11-23,06:42,6,Tuesday,11,2021,Sulthanabad Cross Roads,18.597544,79.425102,Highway,Clear,Potholed,Dark – Street Light,80,347,3,Car/Jeep,Side-Swipe,Serious,42,1,0,0,0
1298,2021-12-22,07:37,7,Wednesday,12,2021,Jammikunta–Peddapalli Road,18.566533,79.316246,State Highway,Clear,Wet,Daylight,60,340,2,Tractor,Side-Swipe,Minor,38,1,0,1,0
1299,2021-10-19,14:12,14,Tuesday,10,2021,Korutla Junction Near Peddapalli,18.531244,79.325164,State Highway,Overcast,Under Construction,Dawn/Dusk,60,410,2,Car/Jeep,Rear-End,Minor,27,0,0,0,0
1300,2022-03-25,01:30,1,Friday,3,2022,Korutla Junction Near Peddapalli,18.534033,79.321915,State Highway,Clear,Under Construction,Daylight,60,311,2,Tractor,Head-On,Serious,50,1,0,0,1
1301,2021-02-14,07:45,7,Sunday,2,2021,NH-163 Near Peddapalli Toll Plaza,18.612233,79.382244,Highway,Overcast,Wet,Dark – Street Light,80,329,3,Two-Wheeler,Rear-End,Serious,52,1,1,1,0
1302,2021-07-26,10:20,10,Monday,7,2021,Korutla Junction Near Peddapalli,18.528955,79.326232,State Highway,Clear,Good,Dawn/Dusk,60,402,3,Truck/Lorry,Side-Swipe,Minor,20,1,0,0,0
1303,2023-01-01,08:37,8,Sunday,1,2023,Karimnagar Highway Fork Peddapalli,18.604231,79.357227,Highway,Overcast,Good,Dark – Street Light,80,191,2,Car/Jeep,Side-Swipe,Minor,28,0,1,1,0
1304,2021-03-08,07:20,7,Monday,3,2021,Srirampur Road Stretch,18.718461,79.536096,District Road,Night Drizzle,Gravelled,Daylight,50,323,2,Truck/Lorry,Head-On,Serious,57,1,0,1,0
1305,2022-12-12,22:10,22,Monday,12,2022,Sulthanabad Cross Roads,18.599887,79.420524,Highway,Rainy,Gravelled,Dark – Street Light,80,319,3,Tractor,Hit-and-Run,Fatal,79,1,0,0,1
1306,2022-06-28,07:44,7,Tuesday,6,2022,NH-163 Near Peddapalli Toll Plaza,18.617239,79.383033,Highway,Clear,Good,Daylight,80,322,1,Truck/Lorry,Rear-End,Minor,23,1,0,1,0
1307,2023-04-28,13:24,13,Friday,4,2023,Kataram Village Road,18.64097,79.407368,Village Road,Clear,Good,Dark – Street Light,30,114,3,Bus,Side-Swipe,Minor,7,0,0,0,0
1308,2021-03-10,09:20,9,Wednesday,3,2021,Ramagundam Bypass Junction,18.755465,79.496699,Bypass,Clear,Good,Daylight,70,217,3,Car/Jeep,Side-Swipe,Minor,37,1,0,1,0
1309,2021-07-10,10:39,10,Saturday,7,2021,Kataram Village Road,18.632384,79.399205,Village Road,Overcast,Wet,Daylight,30,245,3,Bus,Hit-and-Run,Minor,25,0,1,0,0
1310,2022-02-25,22:26,22,Friday,2,2022,Jammikunta–Peddapalli Road,18.569028,79.310071,State Highway,Rainy,Wet,Dark – Street Light,60,330,2,Auto-Rickshaw,Rear-End,Serious,48,1,0,0,1
1311,2023-03-16,14:53,14,Thursday,3,2023,NH-163 Near Peddapalli Toll Plaza,18.623606,79.37486,Highway,Clear,Good,Daylight,80,255,1,Tractor,Side-Swipe,Minor,15,0,0,0,0
1312,2022-02-28,07:18,7,Monday,2,2022,NH-163 Near Peddapalli Toll Plaza,18.6164,79.37959,Highway,Night Drizzle,Potholed,Daylight,80,124,3,Truck/Lorry,Rear-End,Serious,68,1,0,1,0
1313,2023-03-05,07:56,7,Sunday,3,2023,Ramagundam Bypass Junction,18.758342,79.501419,Bypass,Clear,Good,Daylight,70,218,2,Auto-Rickshaw,Head-On,Minor,33,1,1,1,0
1314,2021-05-07,07:44,7,Friday,5,2021,Korutla Junction Near Peddapalli,18.521598,79.330362,State Highway,Rainy,Good,Daylight,60,254,2,Bus,Head-On,Minor,36,1,0,1,0
1315,2023-03-04,18:26,18,Saturday,3,2023,Mancherial Road – Peddapalli Border,18.680504,79.454233,State Highway,Night Drizzle,Wet,Dawn/Dusk,60,352,2,Car/Jeep,Rear-End,Serious,57,1,1,1,0
1316,2021-03-13,13:57,13,Saturday,3,2021,Ramagundam NTPC Gate Road,18.770372,79.48954,Industrial Road,Rainy,Potholed,Dawn/Dusk,40,64,2,Truck/Lorry,Head-On,Serious,65,1,1,0,0
1317,2022-01-30,06:27,6,Sunday,1,2022,Sulthanabad Cross Roads,18.593217,79.419794,Highway,Clear,Wet,Daylight,80,296,3,Car/Jeep,Hit-and-Run,Minor,38,1,1,0,0
1318,2021-05-18,05:35,5,Tuesday,5,2021,Jammikunta–Peddapalli Road,18.554942,79.317619,State Highway,Clear,Good,Daylight,60,328,2,Two-Wheeler,Rollover,Minor,24,0,0,0,1
1319,2023-05-10,06:09,6,Wednesday,5,2023,Srirampur Road Stretch,18.725586,79.536714,District Road,Clear,Potholed,Dark – Street Light,50,143,4,Two-Wheeler,Side-Swipe,Minor,23,1,0,0,0
1320,2022-12-06,19:16,19,Tuesday,12,2022,Mancherial Road – Peddapalli Border,18.683849,79.447239,State Highway,Clear,Potholed,Dark – No Street Light,60,336,1,Auto-Rickshaw,Rear-End,Serious,54,1,0,1,0
1321,2023-04-03,03:56,3,Monday,4,2023,Korutla Junction Near Peddapalli,18.534646,79.326983,State Highway,Overcast,Wet,Daylight,60,351,2,Auto-Rickshaw,Hit-and-Run,Minor,25,0,0,0,1
1322,2022-09-13,09:53,9,Tuesday,9,2022,Srirampur Road Stretch,18.719551,79.542201,District Road,Clear,Wet,Daylight,50,206,3,Car/Jeep,Rear-End,Serious,44,1,0,1,0
1323,2022-10-20,08:26,8,Thursday,10,2022,Srirampur Road Stretch,18.729005,79.534799,District Road,Rainy,Good,Daylight,50,95,4,Truck/Lorry,Side-Swipe,Serious,46,1,0,1,0
1324,2023-02-05,18:32,18,Sunday,2,2023,Mancherial Road – Peddapalli Border,18.681641,79.441595,State Highway,Foggy,Good,Dark – Street Light,60,185,2,Bus,Hit-and-Run,Minor,20,0,1,1,0
1325,2022-02-16,18:15,18,Wednesday,2,2022,Kataram Village Road,18.636737,79.399769,Village Road,Clear,Good,Daylight,30,217,2,Auto-Rickshaw,Rollover,Minor,31,1,0,1,0
1326,2021-09-11,16:15,16,Saturday,9,2021,Ramagundam NTPC Gate Road,18.775738,79.480881,Industrial Road,Clear,Potholed,Daylight,40,20,3,Bus,Side-Swipe,Minor,31,1,1,0,0
1327,2022-06-14,17:44,17,Tuesday,6,2022,Manthani Bridge Approach,18.656802,79.664029,District Road,Clear,Good,Daylight,50,23,3,Car/Jeep,Hit-and-Run,Minor,30,1,0,1,0
1328,2022-02-28,08:26,8,Monday,2,2022,Sulthanabad Cross Roads,18.587165,79.420761,Highway,Rainy,Under Construction,Dawn/Dusk,80,334,3,Truck/Lorry,Hit-and-Run,Fatal,95,1,0,1,0
1329,2021-01-18,08:38,8,Monday,1,2021,Manthani Bridge Approach,18.647208,79.667617,District Road,Overcast,Good,Dawn/Dusk,50,149,2,Truck/Lorry,Hit-and-Run,Minor,26,0,0,1,0
1330,2023-08-14,09:33,9,Monday,8,2023,Sulthanabad Cross Roads,18.590895,79.421134,Highway,Overcast,Good,Daylight,80,370,2,Tractor,Pedestrian,Minor,21,0,0,1,0
1331,2022-08-02,09:06,9,Tuesday,8,2022,Korutla Junction Near Peddapalli,18.517791,79.324764,State Highway,Clear,Good,Daylight,60,316,2,Auto-Rickshaw,Rear-End,Minor,20,0,0,1,0
1332,2023-11-26,17:57,17,Sunday,11,2023,Manthani Bridge Approach,18.647992,79.658694,District Road,Clear,Under Construction,Dark – Street Light,50,95,2,Auto-Rickshaw,Side-Swipe,Minor,20,0,1,1,0
1333,2022-06-16,20:25,20,Thursday,6,2022,Godavari Bridge NH-163,18.705304,79.515144,Bridge Road,Clear,Good,Dark – Street Light,60,293,2,Car/Jeep,Rear-End,Minor,0,0,0,0,1
1334,2023-09-02,20:42,20,Saturday,9,2023,Peddapalli Town Circle,18.622997,79.383623,Urban Road,Clear,Good,Daylight,40,195,3,Bus,Head-On,Minor,18,0,1,0,1
1335,2022-06-14,17:35,17,Tuesday,6,2022,Ramagundam Old Town Road,18.758765,79.490491,Urban Road,Foggy,Good,Dark – No Street Light,40,154,2,Two-Wheeler,Head-On,Serious,57,1,0,1,0
1336,2022-09-21,11:56,11,Wednesday,9,2022,Ramagundam Old Town Road,18.766476,79.490176,Urban Road,Clear,Good,Daylight,40,181,3,Truck/Lorry,Head-On,Minor,35,1,0,0,0
1337,2021-05-26,12:12,12,Wednesday,5,2021,Korutla Junction Near Peddapalli,18.525324,79.332587,State Highway,Rainy,Under Construction,Daylight,60,383,2,Two-Wheeler,Hit-and-Run,Minor,34,1,0,0,0
1338,2022-02-15,10:36,10,Tuesday,2,2022,Manthani Bridge Approach,18.663376,79.656654,District Road,Overcast,Gravelled,Daylight,50,165,3,Car/Jeep,Rollover,Serious,50,1,0,0,0
1339,2021-12-29,09:03,9,Wednesday,12,2021,Jammikunta–Peddapalli Road,18.56219,79.307143,State Highway,Clear,Good,Dark – Street Light,60,438,2,Car/Jeep,Rear-End,Minor,2,0,0,1,0
1340,2023-05-30,11:30,11,Tuesday,5,2023,Ramagundam NTPC Gate Road,18.776398,79.495121,Industrial Road,Clear,Good,Daylight,40,111,2,Two-Wheeler,Hit-and-Run,Minor,6,0,0,0,0
1341,2021-01-09,15:15,15,Saturday,1,2021,Peddapalli Town Circle,18.613131,79.378878,Urban Road,Clear,Under Construction,Daylight,40,191,2,Bus,Side-Swipe,Minor,15,0,1,0,0
1342,2022-09-03,21:29,21,Saturday,9,2022,NH-163 Near Peddapalli Toll Plaza,18.622838,79.384282,Highway,Foggy,Potholed,Daylight,80,471,3,Car/Jeep,Rear-End,Serious,65,1,1,0,1
1343,2022-01-21,07:58,7,Friday,1,2022,Jammikunta–Peddapalli Road,18.5618,79.313468,State Highway,Overcast,Potholed,Daylight,60,303,3,Car/Jeep,Head-On,Serious,45,1,0,1,0
1344,2023-10-31,07:23,7,Tuesday,10,2023,Korutla Junction Near Peddapalli,18.526713,79.317657,State Highway,Foggy,Wet,Daylight,60,218,2,Bus,Side-Swipe,Serious,59,1,0,1,0
1345,2021-08-10,16:01,16,Tuesday,8,2021,NH-163 Near Peddapalli Toll Plaza,18.617436,79.379684,Highway,Clear,Good,Daylight,80,331,2,Auto-Rickshaw,Rear-End,Minor,4,0,0,0,0
1346,2021-01-20,09:42,9,Wednesday,1,2021,Peddapalli Town Circle,18.609871,79.371678,Urban Road,Clear,Potholed,Dark – No Street Light,40,275,3,Truck/Lorry,Hit-and-Run,Serious,48,1,0,1,0
1347,2021-08-30,09:50,9,Monday,8,2021,Karimnagar Highway Fork Peddapalli,18.605735,79.36242,Highway,Clear,Good,Daylight,80,317,2,Bus,Pedestrian,Minor,21,1,0,1,0
1348,2021-11-25,03:31,3,Thursday,11,2021,Godavari Bridge NH-163,18.707493,79.517807,Bridge Road,Overcast,Wet,Dark – No Street Light,60,113,2,Two-Wheeler,Side-Swipe,Serious,43,1,0,0,1
1349,2023-10-09,07:05,7,Monday,10,2023,Mancherial Road – Peddapalli Border,18.685418,79.448262,State Highway,Foggy,Good,Dark – Street Light,60,286,4,Tractor,Head-On,Serious,54,1,0,1,0
1350,2023-08-09,04:52,4,Wednesday,8,2023,Godavari Bridge NH-163,18.709483,79.5249,Bridge Road,Clear,Good,Daylight,60,23,3,Auto-Rickshaw,Rear-End,Minor,3,0,0,0,1
1351,2021-04-04,00:08,0,Sunday,4,2021,Srirampur Road Stretch,18.721979,79.53747,District Road,Rainy,Good,Daylight,50,99,2,Bus,Rear-End,Minor,27,0,1,0,1
1352,2022-01-10,06:25,6,Monday,1,2022,Jammikunta–Peddapalli Road,18.558448,79.307042,State Highway,Night Drizzle,Good,Daylight,60,320,3,Truck/Lorry,Side-Swipe,Minor,25,0,0,0,0
1353,2021-05-01,22:54,22,Saturday,5,2021,Ramagundam Old Town Road,18.767864,79.489718,Urban Road,Clear,Potholed,Dark – No Street Light,40,147,3,Tractor,Rear-End,Serious,69,1,1,0,1
1354,2023-01-05,15:55,15,Thursday,1,2023,Ramagundam NTPC Gate Road,18.781858,79.478757,Industrial Road,Rainy,Under Construction,Dawn/Dusk,40,120,2,Truck/Lorry,Head-On,Fatal,73,1,0,0,0
1355,2021-04-05,05:41,5,Monday,4,2021,Dharmaram Crossroad,18.666301,79.363188,Village Road,Clear,Wet,Dark – No Street Light,30,241,3,Bus,Side-Swipe,Serious,42,1,0,0,1
1356,2022-11-24,13:44,13,Thursday,11,2022,Peddapalli Town Circle,18.609527,79.384804,Urban Road,Foggy,Good,Dark – No Street Light,40,60,2,Auto-Rickshaw,Side-Swipe,Serious,45,1,0,0,0
1357,2021-11-01,18:35,18,Monday,11,2021,Ramagundam NTPC Gate Road,18.779733,79.492765,Industrial Road,Overcast,Potholed,Daylight,40,112,4,Bus,Hit-and-Run,Serious,45,1,0,1,0
1358,2021-12-05,05:31,5,Sunday,12,2021,Mancherial Road – Peddapalli Border,18.681384,79.438585,State Highway,Clear,Good,Daylight,60,338,2,Bus,Side-Swipe,Minor,2,1,1,0,1
1359,2023-07-30,12:36,12,Sunday,7,2023,Ramagundam Bypass Junction,18.752331,79.492417,Bypass,Clear,Under Construction,Daylight,70,379,2,Truck/Lorry,Side-Swipe,Minor,20,0,1,0,0
1360,2021-03-15,14:00,14,Monday,3,2021,Ramagundam NTPC Gate Road,18.785504,79.497251,Industrial Road,Overcast,Wet,Dawn/Dusk,40,115,2,Bus,Side-Swipe,Serious,45,1,0,0,0
1361,2023-07-24,21:23,21,Monday,7,2023,Peddapalli Town Circle,18.614254,79.377392,Urban Road,Overcast,Under Construction,Dark – Street Light,40,122,2,Bus,Side-Swipe,Minor,21,1,0,0,1
1362,2021-07-19,17:14,17,Monday,7,2021,Ramagundam Bypass Junction,18.75671,79.50235,Bypass,Clear,Good,Dark – No Street Light,70,466,3,Bus,Rear-End,Minor,38,1,0,1,0
1363,2021-12-03,13:52,13,Friday,12,2021,NH-163 Near Peddapalli Toll Plaza,18.615394,79.380805,Highway,Foggy,Wet,Daylight,80,382,2,Car/Jeep,Head-On,Serious,67,1,0,0,0
1364,2023-07-26,18:12,18,Wednesday,7,2023,Sulthanabad Cross Roads,18.591642,79.420814,Highway,Foggy,Good,Daylight,80,284,4,Tractor,Side-Swipe,Serious,54,1,0,1,0
1365,2023-10-30,06:31,6,Monday,10,2023,Dharmaram Crossroad,18.67526,79.368663,Village Road,Clear,Wet,Dark – No Street Light,30,208,2,Bus,Rear-End,Serious,41,1,0,0,0
1366,2021-12-29,16:11,16,Wednesday,12,2021,Srirampur Road Stretch,18.720393,79.525009,District Road,Foggy,Good,Daylight,50,143,2,Auto-Rickshaw,Rear-End,Minor,22,0,0,0,0
1367,2022-05-24,08:21,8,Tuesday,5,2022,Korutla Junction Near Peddapalli,18.529732,79.33099,State Highway,Night Drizzle,Potholed,Daylight,60,373,2,Tractor,Hit-and-Run,Serious,56,1,0,1,0
1368,2022-10-05,17:59,17,Wednesday,10,2022,Godavari Bridge NH-163,18.712542,79.517302,Bridge Road,Rainy,Good,Daylight,60,20,3,Tractor,Rear-End,Minor,34,1,0,1,0
1369,2021-12-31,13:44,13,Friday,12,2021,Ramagundam Old Town Road,18.7568,79.490064,Urban Road,Rainy,Wet,Dark – Street Light,40,238,2,Bus,Side-Swipe,Serious,43,1,0,0,0
1370,2023-12-30,09:54,9,Saturday,12,2023,Peddapalli Town Circle,18.612881,79.38857,Urban Road,Clear,Good,Daylight,40,65,2,Two-Wheeler,Side-Swipe,Minor,6,0,1,1,0
1371,2021-11-26,22:43,22,Friday,11,2021,Srirampur Road Stretch,18.721087,79.53935,District Road,Clear,Under Construction,Dark – No Street Light,50,134,2,Bus,Head-On,Serious,69,1,0,0,1
1372,2022-04-05,17:35,17,Tuesday,4,2022,Ramagundam Bypass Junction,18.755552,79.502025,Bypass,Clear,Potholed,Dark – Street Light,70,339,3,Tractor,Side-Swipe,Serious,52,1,0,1,0
1373,2023-05-04,21:43,21,Thursday,5,2023,Ramagundam NTPC Gate Road,18.777712,79.494005,Industrial Road,Clear,Potholed,Daylight,40,342,2,Bus,Hit-and-Run,Minor,24,1,0,0,1
1374,2023-01-24,17:34,17,Tuesday,1,2023,Kataram Village Road,18.645528,79.407935,Village Road,Foggy,Good,Dark – Street Light,30,234,2,Truck/Lorry,Head-On,Minor,37,1,0,1,0
1375,2021-12-22,17:07,17,Wednesday,12,2021,Manthani Bridge Approach,18.647285,79.668267,District Road,Clear,Potholed,Dark – No Street Light,50,201,2,Bus,Hit-and-Run,Minor,35,1,0,1,0
1376,2023-08-14,17:09,17,Monday,8,2023,Jammikunta–Peddapalli Road,18.562713,79.306629,State Highway,Clear,Gravelled,Dark – No Street Light,60,208,3,Tractor,Side-Swipe,Serious,54,1,0,1,0
1377,2023-01-04,05:45,5,Wednesday,1,2023,Dharmaram Crossroad,18.676644,79.366607,Village Road,Clear,Good,Daylight,30,144,1,Bus,Head-On,Minor,22,0,0,0,1
1378,2022-12-17,08:13,8,Saturday,12,2022,Ramagundam Bypass Junction,18.762869,79.502468,Bypass,Rainy,Good,Daylight,70,333,4,Bus,Rear-End,Serious,57,1,1,1,0
1379,2021-01-19,06:22,6,Tuesday,1,2021,Mancherial Road – Peddapalli Border,18.68582,79.450947,State Highway,Clear,Under Construction,Dark – No Street Light,60,280,2,Two-Wheeler,Side-Swipe,Minor,35,1,0,0,0
1380,2021-08-21,11:34,11,Saturday,8,2021,Ramagundam NTPC Gate Road,18.780987,79.496506,Industrial Road,Foggy,Good,Dark – No Street Light,40,51,3,Bus,Rollover,Serious,64,1,1,0,0
1381,2021-03-31,09:41,9,Wednesday,3,2021,Dharmaram Crossroad,18.681879,79.36425,Village Road,Clear,Potholed,Dawn/Dusk,30,126,2,Bus,Rear-End,Serious,55,1,0,1,0
1382,2022-03-08,16:49,16,Tuesday,3,2022,Ramagundam Bypass Junction,18.753935,79.500278,Bypass,Clear,Wet,Dark – Street Light,70,310,2,Tractor,Hit-and-Run,Minor,33,1,0,0,0
1383,2021-05-28,17:09,17,Friday,5,2021,Peddapalli Town Circle,18.6088,79.386973,Urban Road,Clear,Wet,Daylight,40,62,1,Car/Jeep,Rollover,Serious,52,1,0,1,0
1384,2022-04-12,20:26,20,Tuesday,4,2022,Ramagundam Bypass Junction,18.749843,79.489433,Bypass,Clear,Potholed,Daylight,70,232,1,Tractor,Head-On,Minor,35,1,0,0,1
1385,2021-05-10,17:37,17,Monday,5,2021,Peddapalli Town Circle,18.609385,79.38721,Urban Road,Clear,Under Construction,Daylight,40,98,2,Auto-Rickshaw,Rollover,Serious,44,1,0,1,0
1386,2021-06-27,09:59,9,Sunday,6,2021,Korutla Junction Near Peddapalli,18.524559,79.337262,State Highway,Clear,Good,Dark – No Street Light,60,380,2,Bus,Head-On,Serious,42,1,1,1,0
1387,2022-08-28,21:09,21,Sunday,8,2022,Srirampur Road Stretch,18.718376,79.522503,District Road,Clear,Under Construction,Dawn/Dusk,50,228,3,Tractor,Rear-End,Minor,35,1,1,0,1
1388,2021-10-17,06:00,6,Sunday,10,2021,Karimnagar Highway Fork Peddapalli,18.593552,79.345773,Highway,Rainy,Good,Dark – No Street Light,80,483,1,Car/Jeep,Side-Swipe,Serious,46,1,1,0,0
1389,2023-04-26,20:54,20,Wednesday,4,2023,Sulthanabad Cross Roads,18.604199,79.427921,Highway,Rainy,Good,Daylight,80,381,3,Car/Jeep,Head-On,Serious,63,1,0,0,1
1390,2021-04-22,19:59,19,Thursday,4,2021,Mancherial Road – Peddapalli Border,18.683974,79.449267,State Highway,Night Drizzle,Potholed,Dark – No Street Light,60,345,1,Tractor,Head-On,Fatal,73,1,0,1,0
1391,2023-09-25,21:22,21,Monday,9,2023,Sulthanabad Cross Roads,18.593406,79.421521,Highway,Clear,Wet,Daylight,80,360,2,Car/Jeep,Rear-End,Minor,34,1,0,0,1
